Store Number,Name,Telephone,Address1,Address2,City,State,Zip,Latitude,Longitude
73758,Stop & Shop-Groton #682,,220 SR-12,,Groton,CT,6340,41.368317,-72.066906
9601,"Monroe, Rt 25",203-268-1751,"525 Main Street, Ste #1",,Monroe,CT,06468-1100,41.32809,-73.266896
7397,Farmingdale,631-454-4550,10 Michael Ave,,Farmingdale,NY,11735-3920,40.727235,-73.424472
79470,Stop & Shop-Amityville #550,631-391-0304,351 Merrick Rd,,Amityville,NY,11701-3420,40.667336,-73.406254
7220,Woodbury Commons - closed,516-921-2878,8285 Jericho Turnpike,,Woodbury,NY,11797-1807,40.816438,-73.465933
9493,"Norwalk, Rte 7",203-840-1976,555 Main Street,,Norwalk,CT,06851-1005,41.156313,-73.423316
72248,Mystic Marriott Hotel & Spa,860-446-2600,625 North Road,,Groton,CT,06340-3212,41.364913,-72.025234
7220,Woodbury  Village,516-921-2878,7963 Jericho Turnpike,,Woodbury,NY,11797-1210,40.814458,-73.476803
7230,Darien,203-655-6943,815 Post Road,,Darien,CT,06820-4602,41.078205,-73.468873
14217,Sunrise Mall,516-798-0636,9165 Sunrise Mall,,Massapequa,NY,11758-4370,40.682743,-73.434839
7580,Wilton(River Road),203-761-0408,"21 River Road, Ste 100",Ste 100,Wilton,CT,06897-4152,41.190546,-73.430529
7728,Syosset- South Oyster Bay,516-364-0357,"390 Jericho Turnpike, Unit B",Unit B,Syosset,NY,11791-4548,40.809905,-73.501408
842,Plainview Centre,516-932-5071,399 South Oyster Bay Road,,Plainview,NY,11803-3333,40.784643,-73.502059
2782,"Bethpage, Stewart Avenue",516-520-0698,205 Stewart Ave,,Bethpage,NY,11714-5345,40.72635,-73.482822
15619,Target Levittown T-1264,516-731-9392,3850 Hempstead Tpke,,Levittown,NY,11756-1303,40.725504,-73.495984
7654,Mystic Outlet,860-536-9454,12 Coogan Blvd.,,Mystic,CT,06355-1941,41.372133,-71.955191
7307,Massapequa Village Square,516-797-8691,4301 Merrick Road,,Massapequa,NY,11758-6018,40.666983,-73.474865
877,New Canaan,203-972-8110,88 Park Street,,New Canaan,CT,06840-5401,41.14643,-73.495075
73725,Stop & Shop-Montville #678,860-848-0210,2020 Norwich-New London Turnpike,,Montville,CT,6353,41.481022,-72.103082
2962,Colchester,860-537-8433,27 Broadway,,Colchester,CT,06415-1001,41.575887,-72.333207
11172,Stamford Town Center,203-323-1152,"100 Greyrock Place, 104",104,Stamford,CT,06901-3118,41.052809,-73.536219
7235,Jericho,516-433-4611,475 North Broadway,,Jericho,NY,11753-2106,40.78368146,-73.53269788
14784,"Hicksville, Old Country Rd & Newbri",516-822-2035,180 W Old Country Road,,Hicksville,NY,11801,40.76197976,-73.52740706
9308,Levittown - Hempstead Tpke.,516-520-0973,3240 Hempstead Tpke,,Levittown,NY,11756-1345,40.725554,-73.516363
7477,Stamford/Library,203-975-9696,96 Broad Street,,Stamford,CT,06901-2312,41.055544,-73.539338
76284,Target Hicksville T-1855,516-806-2096,358 Broadway Mall,,Hicksville,NY,11801-2709,40.772063,-73.532964
76269,Target Stamford T-1544,203-388-0006,21 Broad St,,Stamford,CT,06901-2309,41.055478,-73.541372
16303,Wantagh,516-781-1538,1143 Wantagh Avenue,,Wantagh,NY,11793-2135,40.69483,-73.507454
7367,Southbury,203-267-7548,775 South Main Street,,Southbury,CT,06488-2271,41.461163,-73.232963
7482,Newtown CT,203-364-1423,34 Church Hill Road,,Newtown,CT,06470-1625,41.414897,-73.299644
7366,Stamford-Ridgeway,203-325-4607,2139 Summer Street,,Stamford,CT,06905-4523,41.066825,-73.545279
75540,Mohegan Sun,860-204-7378,One Mohegan Sun Blvd.,,Uncasville,CT,06382-1355,41.49258609,-72.09121077
14466,West Stamford Plaza,203-708-9834,288 West Avenue,,Stamford,CT,06902-6327,41.043945,-73.55832
805,Stamford,203-461-9049,1055 High Ridge Road,,Stamford,CT,06905-1121,41.108245,-73.547013
7509,Westbury II,516-338-8711,1149 Old Country Road,,Westbury,NY,11590-5600,40.756398,-73.552657
76990,Target Southington T-2434,860-406-6754,600 Executive Blvd,,Southington,CT,06489-6008,41.611017,-72.901865
815,Thruway / Riverside,203-698-1306,1253 East Putnam Ave,,Riverside,CT,06878-1522,41.04251458,-73.57742419
76705,Target Waterbury T-2156,203-437-3673,300 Chase Ave,,Waterbury,CT,06704-2246,41.582616,-73.034309
8645,Southington - Queen Street,860-621-6611,613 Queen Street,,Southington,CT,06489-1504,41.633336,-72.8731
7824,Cos Cob,203-661-1543,624 East Putnam Avenue,,Cos Cob,CT,6807,41.041039,-73.593243
7836,Rocky Hill,860-257-3200,412 Cromwell Avenue,,Rocky Hill,CT,06067-1834,41.658722,-72.67767
13587,North Merrick,516-771-1904,1713 Merrick Avenue,,North Merrick,NY,11566-2719,40.676603,-73.557083
7302,Merrick,516-379-7467,2015 Merrick Road,,Merrick,NY,11566-4644,40.656694,-73.549659
14543,"Bethel, Big Y Plaza",203-797-8265,87A Stony Hill Road,,Bethel,CT,06801-3038,41.4127741,-73.37909105
7287,Ridgefield,203-431-8914,90 Danbury Road,,Ridgefield,CT,06877-4026,41.29162,-73.493863
7247,Uniondale,516-565-9886,1228 Hempstead Turnpike,,Uniondale,NY,11553-1245,40.718815,-73.589683
7633,Watertown,860-945-3070,1156 Main St,,Watertown,CT,06795-2918,41.59314,-73.109985
2850,Plainville,860-747-4977,275 New Britain Ave,,Plainville,CT,06062-2060,41.677105,-72.839815
7645,Bristol Plaza,860-585-8232,641 Farmington Ave,,Bristol,CT,06010-3953,41.692044,-72.922783
9985,"Springfield, E. Columbus Blvd",413-732-5173,1089 East Columbus Ave.,,Springfield,MA,01105-2543,42.095938,-72.585034
7400,Longmeadow Shops/Springfield,413-565-5283,708 Bliss Road,,Longmeadow,MA,01106-1557,42.056857,-72.554956
10202,E. Longmeadow Center,413-525-3877,42 N. Main Street,,East Longmeadow,MA,01028-2321,42.065707,-72.513945
7883,Enfield,860-741-6868,9 HAZARD AVE,,Enfield,CT,06082-3711,41.99041,-72.583286
9834,"Westfield, East Main St",413-572-9910,280A East Main Street,,Westfield,MA,01085-3310,42.114737,-72.727496
11128,Holyoke Mall,413-552-3130,"50 Holyoke Street, B322",B322,Holyoke,MA,01040-2709,42.169405,-72.641246
8808,Chicopee,413-593-1457,620 Memorial Dr,,Chicopee,MA,01020-5019,42.175642,-72.575957
7913,Granby,860-844-8569,10 Hartford Ave Space D-1,,Granby,CT,06035-2304,41.952325,-72.787192
76679,Target - Windsor T-2213,860-907-3068,1075 Kennedy Rd,,Windsor,CT,06095-1308,41.892804,-72.650429
9640,Simsburytown Shops,860-651-7957,930 Hopmeadow Rd,,Simsbury,CT,06070-1819,41.881123,-72.799849
878,Northampton,413-582-0041,211 Main Street,,Northampton,MA,01060-3122,42.318021,-72.632136
4730,Stop & Shop - Northampton #787,413-584-9200,228 King St,,Northampton,MA,01060-2332,42.32822,-72.63373
10500,"Manchester, Deming St.",860-644-1919,172 Deming Street,,Manchester,CT,06042-1728,41.813307,-72.526614
9423,Bloomfield - Gillete Ridge Plaza,860-726-9695,852 Cottage Grove Road,,Bloomfield,CT,06002-2908,41.817261,-72.739723
851,Manchester,860-644-3736,1428A Pleasant Valley Road,,Manchester,CT,06042-8761,41.805597,-72.558927
848,Bishops Corner,860-236-7778,2475 Albany Avenue,,West Hartford,CT,06117-2520,41.785712,-72.745338
6999,"Manchester, Spencer Street",860-647-1523,185 Spencer St,,Manchester,CT,06040-4617,41.767475,-72.568745
7306,Hartford/City Place,860-527-1225,185 Asylum Street,,Hartford,CT,06103-3408,41.766656,-72.676489
75175,Marriott Hartford - Lobby,860-249-8000,200 Columbus Blvd,,Hartford,CT,06103-2807,41.763864,-72.669568
7508,Avon Marketplace,860-677-1275,"380 West Main Street, #7",#7,Avon,CT,06001-3690,41.81487,-72.859739
7251,Amherst,413-256-1669,71 North Pleasant Street,,Amherst,MA,01002-1962,42.376785,-72.519674
853,LaSalle,860-523-5944,21 LaSalle Road,,West Hartford,CT,06107-2304,41.760494,-72.744982
7300,Glastonbury,860-652-8945,140 Glastonbury Road,,Glastonbury,CT,06033-4402,41.720388,-72.620957
10949,"Glastonbury, Hebron Avenue",860-368-2434,70 Hebron Ave,,Glastonbury,CT,06033-2033,41.712494,-72.606882
7740,Corbin's Corner,860-561-2558,1449B New Britain Ave,,West Hartford,CT,06110-1659,41.725203,-72.757339
11678,Westfarms Mall,860-313-0836,"500 Westfarms Rd., F100",F100,Farmington,CT,06032-2615,41.72239854,-72.76241492
4195,Stop & Shop-Glastonbury #605,860-652-8925,55 Oak St,,Glastonbury,CT,06033-2315,41.706795,-72.59318
7616,"Rte 4, Farmington",860-674-8405,838 Farmington Avenue,,Farmington,CT,06032-2351,41.727768,-72.826698
8644,Wethersfield Rte. 99 & Mill St.,860-529-5228,1090 Silas Deane Highway,,Wethersfield,CT,06109-4231,41.692535,-72.655241
7751,"Newington, Main Street",860-878-6963,995 Main Street,,Newington,CT,06111-2472,41.698185,-72.724407
7863,Storrs,860-429-1117,1244 Storrs Rd,,Storrs,CT,06268-2200,41.803169,-72.242154
76851,Target Torrington T-2305,860-618-4007,1922 E Main St,,Torrington,CT,06790-3101,41.821057,-73.077459
76958,Target Killingly T-2432,860-779-2431,2177 Killingly Commons,,Dayville,CT,06241-2188,41.8493,-71.9206
3434,Pittsfield,413-442-5862,555 Hubbard Avenue,,Pittsfield,MA,01201-3876,42.468554,-73.196917
7741,Auburn Centre,508-721-9475,434A Southbridge Street (Route 12),,Auburn,MA,01501-4423,42.201369,-71.839595
76550,Target Lanesborough T-2127,413-499-1379,655 Cheshire Rd,,Lanesboro,MA,01237-9706,42.544937,-73.183173
7862,"Worcester, One West Boylston Street",508-595-9315,1 West Boylston Street,,Worcester,MA,01605-1265,42.288912,-71.807543
9986,"Worcester, East Central Street",508-756-4048,11 East Central Street,,Worcester,MA,01605-3004,42.266772,-71.794518
3857,Target Lisbon T-2433,860-823-2960,195 River Rd,,Lisbon,CT,06351-3253,41.582169,-71.997417
15679,Target Westborough T-1496,508-366-1426,330 Turnpike Rd,,Westborough,MA,01581-2813,42.282608,-71.652668
16899,Northborough,508-393-2837,1104 Shops Way,,Northborough,MA,1532,42.322009,-71.646878
10190,New Milford,860-354-2508,38 Danbury Road,,New Milford,CT,06776-3402,41.568945,-73.414812
76553,Target Keene T-2120,603-357-1692,46 Ash Brook Rd,,Keene,NH,03431-5918,42.927999,-72.305493
8810,Keene,603-357-6061,281 West Street,,Keene,NH,03431-2411,42.932761,-72.288682
10274,Solomon Pond Mall,508-460-0756,"601 Donald Lynch Boulevard, N143",N143,Marlborough,MA,01752-4730,42.354499,-71.61492
7742,Westborough Shopping Center,508-898-9421,140 Turnpike St,,Westborough,MA,01581-2806,42.284518,-71.609896
73864,Roche Bros - Westboro #119,508-836-3600,1100 Union St,,Westboro,MA,01581-5409,42.269989,-71.608097
845,Marlborough,508-485-8223,187 Boston Post Road,,Marlborough,MA,01752-1840,42.339345,-71.58916
7831,"Marlborough, South Bolton St",508-486-9724,23 South Bolton Street,,Marlborough,MA,01752-2843,42.346238,-71.546413
2950,Southborough,508-486-9909,"154 Turnpike Road, Rte 9",,Southborough,MA,01772-2120,42.292092,-71.520206
15149,Target Marlborough T-2570,508-251-6957,650 Boston Post Rd E,,Marlborough,MA,01752-3724,42.349948,-71.505021
8958,Medway,508-533-3620,"67A Main Street, Unit 104",Unit 104,Medway,MA,02053-1817,42.152717,-71.404726
76484,Target Lincoln T-2073,401-642-0080,620 George Washington Hwy,,Lincoln,RI,02865-4272,41.935062,-71.47991
9925,Lincoln Mall Pad,401-333-9580,622 George Washington Hwy (Rte 116),,Lincoln,RI,02865-4273,41.935823,-71.477414
7228,RT 109/Westwood,781-329-5421,736 High Street,,Westwood,MA,02090-2503,42.223196,-71.222667
15513,Target Smithfield T-1404,401-232-1699,"371 Putnam Pike, A-250",A-250,Smithfield,RI,02917-2440,41.870143,-71.522986
76314,Target Plainville T-1930,508-643-5008,103 Taunton St,,Plainville,MA,02762-1237,42.033823,-71.310626
10378,"Walpole, Rt. 1",508-668-2701,985 Route 1,,Walpole,MA,2081,42.140065,-71.21931
3433,Norwood Rte. 1 North,781-255-5805,1000 Providence Highway,,Norwood,MA,02062-5002,42.178159,-71.190462
7419,Wayland Sq./Providence,401-831-9481,468 Angell Street,,Providence,RI,02906-4459,41.830143,-71.388953
10513,East Greenbush,518-286-3153,599 N Greenbush Rd.,,Rensselaer,NY,12144-9512,42.646333,-73.697346
7922,"North Pearl Street, COB",518-463-6990,10 North Pearl St,,Albany,NY,12207-2702,42.650158,-73.752723
11275,New Scotland Avenue,518-694-8171,62 New Scotland Ave,,Albany,NY,12208-3466,42.652296,-73.776193
75922,Hilton Providence Lobby,401-831-3900,21 Atwells Ave,,Providence,RI,02903-1099,41.822895,-71.418661
13661,Biltmore Hotel,401-351-5760,11 Dorrance St.,,Providence,RI,02903-1734,41.824637,-71.413724
7355,Garden City-Cranston,401-464-8235,4 Midway Road,,Cranston,RI,02920-5708,41.76388,-71.458034
9667,"Providence, One Financial",401-351-4614,1 Financial Plaza,,Providence,RI,02903-2448,41.825764,-71.409937
78055,Johnson & Wales University-Providen,401-598-2195,59 Chestnut Street,,Providence,RI,02903-4114,41.819347,-71.412857
7219,Thayer Street,401-421-1677,218 Thayer Street,,Providence,RI,02906-1209,41.827555,-71.400746
15660,Macy's Warwick Mall #39,401-468-3778,400 Bald Hill Rd,,Warwick,RI,02886-1617,41.723658,-71.480659
7430,Warwick-Baldhill Rd.,401-823-9645,"25 Pace Blvd, Unit A",Unit A,Warwick,RI,02886-4244,41.702952,-71.496661
76938,Target Warwick North T-2430,401-244-1972,400 Bald Hill Rd,,Warwick,RI,02886-1617,41.722666,-71.475673
3917,Johnson & Wales-Harborside Campus-L,401-598-2395,321 Harborside Blvd,,Providence,RI,02905-5202,41.787941,-71.387075
78027,PVD Baggage Claim,401-732-5140,2000 Post Road,,Warwick,RI,02886-1533,41.725977,-71.435584
78039,PVD Main Food Court,401-732-5040,2000 Post Road,,Warwick,RI,02886-1533,41.725636,-71.435289
13668,"Warwick, Airport Rd",401-732-3397,35 Airport Rd,,WARWICK,RI,02889-1001,41.733522,-71.408361
7678,East Greenwich/Main St,401-885-1291,555 Main Street,,East Greenwich,RI,02818-3645,41.656773,-71.453012
72431,New Baltimore Travel Plaza,518-756-3000,Mile Marker 127 South-NY State Thruway,,Hannacroix,NY,12087,42.412254,-73.900038
75393,College St. Rose,518-485-3946,420 Western Ave,,Albany,NY,12203-1400,42.664133,-73.78549
7390,Newton Plaza-Loudonville,518-783-4544,594 New Loudon Road,,Latham,NY,12110-4025,42.727609,-73.760987
79349,Price Chopper - Slingerlands #159,518-478-0688,1395 New Scotland Rd,,Slingerlands,NY,12159-7206,42.638935,-73.856669
11194,1244 Western Ave,518-591-0372,1244 Western Avenue,,Albany,NY,12203-3322,42.678408,-73.830357
13452,"Latham, Troy-Schenectady Road",518-783-0568,549 Troy-Schenectady Road,,Latham,NY,12110-2811,42.750984,-73.764417
11810,"Colonie, Albany-Shaker & Wolf Rd",518-482-2370,243 Wolf Rd,,Albany,NY,12205-1114,42.726624,-73.795394
76286,Target Latham T-1915,518-782-0348,675 Troy Schenectady Rd,,Latham,NY,12110-2493,42.756562,-73.770597
7379,Wolfe Road,518-435-9280,18 Wolf Rd,,Albany,NY,12205-2609,42.710686,-73.8202
15207,Target Colonie T-1268,518-489-1112,1440 Central Ave,,Albany,NY,12205-5118,42.706944,-73.823283
3503,ALB Concourse B Times Square,518-242-4333,737 Albany-Shaker Road,,Albany,NY,12211-1000,42.74142,-73.80833
7335,Stuyvesant Plaza,518-489-1064,1475 Western Avenue,,Albany,NY,12203-3520,42.68333,-73.840214
11064,Crossgates Mall,518-218-1520,"1 Crossgates Mall Road, B231",B231,Albany,NY,12203-5367,42.68709,-73.85045
75892,NY Ulster Travel Plaza,845-336-8129,New York State Thruway Mile Post 96 Sout,,Ruby,NY,12475,42.01765,-74.014471
2851,New Fairfield,203-746-1733,5 Rt 39,,New Fairfield,CT,06812-4015,41.467323,-73.486207
7639,Canton-Cobbs Corner,781-830-9136,95 Washington Street,,Canton,MA,02021-4006,42.140561,-71.147766
76781,Target Easton T-2267,508-230-0005,41 Robert Dr,,Easton,MA,02375-1352,42.02734002,-71.14344951
76965,Target Stoughton T-2258,781-847-4000,1 Hawes Way,,Stoughton,MA,02072-1162,42.152479,-71.073044
7664,Clifton Park,518-373-5794,9 Clifton County Road,,Clifton Park,NY,12065-3833,42.859828,-73.781512
14269,N Kingstown Crossing,401-295-5236,1370 Ten Rod Road,,N Kingstown,RI,02852-4186,41.581611,-71.502151
7692,Seekonk,508-336-8626,2 Commerce Way,,Seekonk,MA,02771-5816,41.793401,-71.325299
7272,The Barrington Shopping Center,401-247-4687,180 County Road,,Barrington,RI,02806-4528,41.7372,-71.30413
10397,"Schenectady, Watt St.",518-347-1716,2441 Watt Street,,Schenectady,NY,12304-3313,42.783641,-73.913618
7363,Niskayuna- Albany,518-381-9340,2321-3 Nott Street East,,Niskayuna,NY,12309-4342,42.81540343,-73.89086489
10515,"Kingston, NY",845-336-5304,39 Massa Drive,,Kingston,NY,12401-8107,41.962689,-73.988998
7351,Broadway-Saratoga Springs,518-581-9498,351 Broadway,,Saratoga Springs,NY,12866-3111,43.080376,-73.78598
7936,Arlington Square - Route 44,845-485-6294,712 Duchess Tpke,,Poughkeepsie,NY,12603-6424,41.698343,-73.880168
7705,Mid-Hudson,845-575-6736,3434 North Road,,Poughkeepsie,NY,12601-1100,41.724974,-73.93033
7889,Poughkeepsie - IBM,845-462-5480,"2519 South Road (Rte 9), B",B,Poughkeepsie,NY,12601,41.660854,-73.931053
7288,Danbury,203-748-0733,132 Federal Road,,Danbury,CT,06811-4047,41.42028,-73.41998
7499,New Paltz,845-256-9815,1 Plattekill Avenue,,New Paltz,NY,12561-1918,41.747968,-74.085214
10047,"Fishkill, Ransley Square",845-897-1201,11 Merrit Boulevard (Route 9),,Fishkill,NY,12524-2947,41.530711,-73.893395
7484,Danbury-Mill Plain Rd.,203-778-0203,113 Mill Plain Road,,Danbury,CT,06811-5277,41.39424,-73.51588
14159,Danbury Fair Mall,203-798-8925,7 Backus Avenue,,Danbury,CT,06810-7422,41.380027,-73.480992
7681,"Carmel, NY",845-225-6900,1876 Route 6,,Carmel,NY,10512-2355,41.414804,-73.669134
75891,NY Plattekill Travel Plaza,845-564-5160,Mile Post 65N,,Plattekill,NY,12568,41.617501,-74.076314
75713,NY Thruway Pattersonville Travel Pl,,Milepost 168 W,,Pattersonville,NY,12137,42.855,-74.1258
76357,Target Queensbury T-1830,518-792-6016,578 Aviation Rd,,Queensbury,NY,12804-1814,43.326901,-73.676553
9529,Queensbury,518-761-1284,607 Aviation Rd,,Queensbury,NY,12804-1842,43.329225,-73.674846
76558,Target Newburgh T-2076,,50 SR 17K,,Newburgh,NY,12550,41.505439,-74.058613
15742,Newburgh,845-567-3528,1282 Route 300,,Newburgh,NY,12550,41.507356,-74.068166
9052,Target Braintree T-2693,781-817-8809,250 Granite St,,Braintree,MA,02184-3963,42.218684,-71.023694
7712,"Brockton, Belmont Street",508-584-4223,1285 Belmont Street,,Brockton,MA,02301-4440,42.058941,-71.068068
7374,Weymouth,781-331-4851,980 Main St,,Weymouth,MA,02190-1546,42.171351,-70.955057
76680,Target Abington T-2173,781-347-9003,375 Centre Ave,,Abington,MA,02351-2209,42.11079,-70.93055
10377,"Hingham, Rte. 53",781-740-8870,1 Derby Street,,Hingham,MA,02043-3786,42.180973,-70.90172
7726,Taunton Depot,508-822-8381,65 H Taunton Depot Drive,,Taunton,MA,02780-6962,41.879002,-71.066607
15819,Target Taunton T-1189,508-824-8004,81 Taunton Depot Dr,,Taunton,MA,02780-6915,41.8786,-71.065732
11630,"Hanover, Washington St",781-681-9170,1972 Washington St.,,Hanover,MA,02339-1617,42.152876,-70.84664
5104,Target Hanover T-2532,781-499-1961,1167 Washington Street,,Hanover,MA,02339-1643,42.13529,-70.84106
7885,Cohasset,781-383-8760,790 Chief Justice Hwy,,Cohasset,MA,02025-2140,42.221207,-70.800098
15780,Target Swansea T-2607,774-488-3684,579 Grand Army Hwy,,Swansea,MA,2777,41.747711,-71.206702
7602,Marshfield,781-834-6598,"784 Plain St, Rte 139",Rte 139,Marshfield,MA,02050-2107,42.106232,-70.746918
11849,"Plymouth, Colony Place",508-732-9216,"100 Colony Place, Rt. 44",,Plymouth,MA,02360-7233,41.952999,-70.714528
5022,Stop & Shop-Plymouth #469,508-746-1444,127 Samoset Street,,Plymouth,MA,02360-4893,41.953785,-70.684105
7599,Aquidneck Centre,401-849-1217,85 East Main Road,,Middletown,RI,02842-4953,41.517442,-71.296596
76700,Target North Dartmouth T-2167,508-979-7530,479 State Rd,,North Dartmouth,MA,02747-4309,41.638403,-71.002497
7229,Thames Street,401-841-5899,212 Thames Street,,Newport,RI,02840-6616,41.487673,-71.314903
2798,"Wakefield, Belmont Plaza",401-788-9313,600 Kingstown Rd,,Wakefield,RI,02879-8303,41.440378,-71.488552
76837,Target Wareham T-2292,508-273-0436,2421 Cranberry Hwy,,Wareham,MA,02571-5021,41.777279,-70.747245
14474,"Bourne, Rt. 6",508-743-0351,2 Bridge Approach Street,,Bourne,MA,02532-5679,41.751891,-70.594271
7250,Mashpee,508-477-5806,6 Market Street,,Mashpee,MA,2649,41.61610321,-70.4854
73958,Roche Bros - Mashpee #117,508-477-5558,11 Donnas Lane,,Mashpee,MA,2649,41.61158554,-70.4884443
7418,Falmouth,508-540-4949,11 Davis Straights/ Route 28,,Falmouth,MA,02540-3905,41.555502,-70.599396
15703,"Hyannis, Iyannough Rd",508-771-4880,"655 Iyannough Rd, 6",6,Hyannis,MA,02601-1900,41.667193,-70.291905
73943,Stop & Shop-South Dennis #461,508-394-4535,500 Rte 134,,South Dennis,MA,02660-3707,41.69554098,-70.15057643
